Transistor Driver,Step-Down,Positive,Buck,2,2,3.7 V ~ 20 V,300kHz* 600kHz,90%,Yes,Yes,-,Enable* Control* Power Good* Soft Start* Tracking,-40°C ~ 85°C (TA),32-WFQFN Exposed Pad* CSP,32-LFCSP-WQ (5x5)
Transistor Driver,Step-Down,Positive,Buck,2,2,10.8 V ~ 13.2 V,200kHz ~ 2MHz,90%,Yes,No,-,Enable* Control* Phase Control* Power Good* Soft Start,0°C ~ 70°C (TA),"28-TSSOP (0.173""* 4.40mm Width)",28-TSSOP
PWM Signal,Step-Down,Positive,Buck,4,4,4.75 V ~ 5.25 V,50kHz ~ 1.5MHz,75%,-,No,-,Enable* Control* Power Good,0°C ~ 70°C (TA),"20-SOIC (0.295""* 7.50mm Width)",20-SOIC
Transistor Driver,Step-Down,Positive* Isolation Capable,Buck,2,2,11 V ~ 18 V,48.25kHz ~ 1MHz,50%,Yes,No,-,Dead Time Control* Enable* Soft Start,-25°C ~ 125°C (TJ),"20-SOIC (0.295""* 7.50mm Width)",PG-DSO-20-45
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 5.5 V,300kHz,100%,Yes,No,-,Phase Control,0°C ~ 70°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 5.5 V,300kHz,100%,Yes,No,-,Phase Control,0°C ~ 70°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 14.4 V,300kHz,100%,Yes,No,-,Current Limit* Enable,0°C ~ 70°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Up/Step-Down,Positive* Isolation Capable,Full-Bridge* Half-Bridge,2,1,9 V ~ 16 V,Up to 1MHz,99%,No,No,-,Control* Soft Start,-40°C ~ 105°C (TA),"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-MSOP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive* Isolation Capable,Boost* Flyback,1,1,9 V ~ 16 V,Up to 2MHz,96%,Yes,No,-,Current Limit* Control,0°C ~ 70°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Down,Positive,Buck,2,2,3 V ~ 5.6 V,150kHz ~ 1.5MHz,90%,Yes,Yes,-,Current Limit* Enable* Power Good,-40°C ~ 85°C (TA),32-VFQFN Exposed Pad,32-QFN (5x5)
Transistor Driver,Step-Up/Step-Down,Positive* Isolation Capable,Flyback,1,1,7.6 V ~ 20 V,Up to 1MHz,93%,Yes,No,-,Current Limit* Control* Soft Start,-40°C ~ 150°C (TJ),"16-SOIC (0.154""* 3.90mm Width)",16-SOIC
Transistor Driver,Step-Down,Positive,Buck,1,1,6 V ~ 42 V,Up to 1MHz,-,Yes,No,-,Current Limit* Enable* On Time Control* Soft Start,-40°C ~ 125°C (TJ),"14-TSSOP (0.173""* 4.40mm Width) Exposed Pad",14-HTSSOP
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 35 V,-,100%,No,No,-,-,-40°C ~ 125°C (TJ),"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-VSSOP
Transistor Driver,Step-Up/Step-Down,Positive,Flyback,1,1,8 V ~ 15 V,200kHz ~ 630kHz,50%,No,Yes,-,Control* Soft Start,-40°C ~ 125°C (TJ),"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-VSSOP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* SEPIC,1,1,7.5 V ~ 14 V,200kHz ~ 990kHz,95%,No,Yes,-,Control* Soft Start,-40°C ~ 125°C (TJ),"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-VSSOP
Transistor Driver,Step-Up/Step-Down,Positive,Half-Bridge* Push-Pull,1,1,15 V ~ 90 V,200kHz* 600kHz,-,Yes,Yes,-,Dead Time Control* Control* Soft Start,-40°C ~ 125°C (TJ),"16-TSSOP (0.173""* 4.40mm Width)",16-TSSOP
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 75 V,Up to 1MHz,100%,No,No,-,Current Limit* Enable* On Time Control,-40°C ~ 125°C (TJ),"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width) Exposed Pad",8-MSOP-EP
Transistor Driver,Step-Down,Positive,Buck,1,1,6 V ~ 100 V,200kHz* 535kHz,-,Yes,Yes,-,Enable* Control* Ramp* Soft Start,-40°C ~ 125°C (TJ),"20-PowerTSSOP (0.173""* 4.40mm Width)",20-HTSSOP
Transistor Driver,Step-Down* Step-Up/Step-Down,Positive,Buck* Buck-Boost,1,1,3 V ~ 75 V,200kHz* 515kHz,80%,No,Yes,-,Enable* Control* Ramp* Soft Start,-40°C ~ 125°C (TJ),"20-PowerTSSOP (0.173""* 4.40mm Width)",20-HTSSOP
Transistor Driver,Step-Down,Positive,Buck,2,2,4.5 V ~ 36 V,200kHz,98.90%,Yes,Yes,-,Current Limit* Enable* Soft Start,-40°C ~ 125°C (TJ),"28-TSSOP (0.173""* 4.40mm Width)",28-TSSOP
Transistor Driver,Step-Down,Positive,Buck,2,2,4.5 V ~ 36 V,200kHz,98.90%,Yes,Yes,-,Current Limit* Enable* Soft Start,-40°C ~ 125°C (TJ),"28-TSSOP (0.173""* 4.40mm Width)",28-TSSOP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive* Isolation Capable,Boost* Forward Converter,1,1,Up to 20V,-,90%,No,Yes,-,Current Limit* Enable* Phase Control* Soft Start,0°C ~ 70°C (TA),"20-SOIC (0.295""* 7.50mm Width)",20-SOIC
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive* Isolation Capable,Boost* Forward Converter,1,1,Up to 20V,-,90%,No,Yes,-,Current Limit* Enable* Phase Control* Soft Start,-40°C ~ 85°C (TA),"20-SOIC (0.295""* 7.50mm Width)",20-SOIC
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive and Negative,Boost* Flyback* SEPIC,1,1,2.9 V ~ 40 V,100kHz ~ 1MHz,-,No,Yes,-,Enable* Control* Soft Start,-40°C ~ 125°C (TJ),"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width) Exposed Pad",10-MSOP-EP
Transistor Driver,Step-Down,Positive or Negative,Buck,1,1,4 V ~ 60 V,200kHz,-,Yes,No,-,Enable,-40°C ~ 125°C (TJ),"16-TSSOP (0.173""* 4.40mm Width) Exposed Pad",16-TSSOP-EP
Transistor Driver,Step-Down,Positive,Buck,1,1,3.5 V ~ 20 V,Up to 250kHz,100%,Yes,No,-,Current Limit* Enable,0°C ~ 70°C (TA),"14-SOIC (0.154""* 3.90mm Width)",14-SOIC
Transistor Driver,Step-Down,Positive,Buck,1,1,2 V ~ 10 V,-,100%,No,Yes,-,Enable* Soft Start,0°C ~ 70°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Down,Positive,Buck,1,1,4 V ~ 30 V,300kHz,99.40%,Yes,No,-,Enable* Power Good* Soft Start,0°C ~ 85°C (TA),"16-SSOP (0.154""* 3.90mm Width)",16-SSOP
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback,1,1,2.5 V ~ 9.8 V,550kHz,100%,No,No,-,Enable,-40°C ~ 85°C (TA),SOT-23-6 Thin* TSOT-23-6,TSOT-23-6
Transistor Driver,Step-Down,Positive,Buck,2,2,4 V ~ 36 V,-,99.50%,Yes,No,-,Enable* Power Good* Soft Start,0°C ~ 85°C (TA),"28-SSOP (0.209""* 5.30mm Width)",28-SSOP
Transistor Driver,Step-Down,Positive,Buck,2,2,4 V ~ 30 V,255kHz ~ 530kHz,99.40%,Yes,No,-,Enable* Power Good* Soft Start,-40°C ~ 85°C (TA),"28-SSOP (0.209""* 5.30mm Width)",28-SSOP
Transistor Driver,Step-Down,Positive,Buck,2,2,4.5 V ~ 28 V,260kHz ~ 550kHz,99.40%,Yes,No,-,Enable* Power Good* Soft Start,-40°C ~ 85°C (TA),"28-SSOP (0.154""* 3.90mm Width)",28-SSOP
Transistor Driver,Step-Down,Positive,Buck,2,2,4.5 V ~ 28 V,260kHz ~ 550kHz,99.40%,Yes,No,-,Enable* Power Good* Soft Start,0°C ~ 85°C (TA),32-WFQFN Exposed Pad,32-QFN (5x5)
Transistor Driver,Step-Up/Step-Down,Positive,Buck-Boost,1,1,4 V ~ 30 V,200kHz ~ 400kHz,99%,Yes,No,-,Current Limit* Enable* Power Good* Soft Start,-40°C ~ 85°C (TJ),32-WFQFN Exposed Pad,32-QFN (5x5)
Transistor Driver,Step-Down,Positive,Buck,1,1,4 V ~ 60 V,200kHz ~ 600kHz,100%,No,Yes,-,Control* Soft Start,-40°C ~ 125°C (TJ),"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width) Exposed Pad",10-MSOP-EP
Transistor Driver,Step-Down,Positive,Buck,1,1,4 V ~ 38 V,250kHz ~ 750kHz,99%,Yes,No,-,Current Limit* Enable* Control* Soft Start* Tracking,-40°C ~ 125°C (TJ),"16-SSOP (0.154""* 3.90mm Width)",16-SSOP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* SEPIC,2,2,8.5 V ~ 36 V,75kHz ~ 500kHz,96%,No,Yes,-,Enable* Control* Phase Control* Soft Start,-40°C ~ 85°C (TA),"24-TSSOP (0.173""* 4.40mm Width) Exposed Pad",24-TSSOP-EP
Transistor Driver,Step-Down,Positive or Negative,Buck,1,1,3.5 V ~ 60 V,50kHz ~ 850kHz,-,No,No,-,Current Limit* Enable* Control* Soft Start,-40°C ~ 125°C (TJ),"12-TSSOP (0.118""* 3.00mm Width) Exposed Pad",12-MSOP-EP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* Flyback* SEPIC,1,1,2.5 V ~ 5.5 V,-,85%,No,No,-,Enable,-40°C ~ 85°C (TA),SOT-23-6,SOT-23-6
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 30 V,150kHz* 300kHz,98%,Yes,Yes,-,Enable* Soft Start,-40°C ~ 85°C (TA),"16-SSOP (0.154""* 3.90mm Width)",16-QSOP
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 36 V,Up to 330kHz,100%,No,No,-,Enable,-40°C ~ 85°C (TA),"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-uMAX
Transistor Driver,Step-Up/Step-Down,Positive* Isolation Capable,Flyback* Forward Converter,1,1,11 V ~ 28 V,262kHz,50%,No,No,-,-,-40°C ~ 85°C (TA),SOT-23-6,SOT-23-6
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 5.5 V,200kHz* 300kHz,95%,Yes,Yes,-,Enable* Soft Start,0°C ~ 70°C (TA),"20-SSOP (0.209""* 5.30mm Width)",20-SSOP
Transistor Driver,Step-Down,Positive,Buck,2,1,2 V ~ 28 V,200kHz* 300kHz* 420kHz* 540kHz,-,Yes,No,-,Current Limit* Enable* On Time Control* Power Good* Pulse Skipping,-40°C ~ 85°C (TA),"28-SSOP (0.154""* 3.90mm Width)",28-QSOP
Transistor Driver,Step-Up/Step-Down,Positive* Isolation Capable,Flyback,2,1,8.6 V ~ 20 V,2.05MHz,-,No,No,-,Enable* Soft Start,-40°C ~ 85°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Up/Step-Down,Positive* Isolation Capable,Flyback,2,1,8.6 V ~ 20 V,2.05MHz,-,No,No,-,Enable* Soft Start,-40°C ~ 85°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Up/Step-Down,Positive* Isolation Capable,Flyback,2,1,8.6 V ~ 20 V,2.05MHz,-,No,No,-,Enable* Soft Start,0°C ~ 70°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Up/Step-Down,Positive* Isolation Capable,Flyback,2,1,8.6 V ~ 20 V,2.05MHz,-,No,No,-,Enable* Soft Start,0°C ~ 70°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive* Isolation Capable,Buck* Boost* Flyback* Forward Converter,1,1,7.6 V ~ 20 V,500kHz,96%,Yes,No,-,Control,-40°C ~ 85°C (TA),"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Transistor Driver,Step-Up,Positive,Boost,1,1,0.9 V ~ 6 V,180kHz,80%,No,No,-,Enable,-40°C ~ 85°C (TA),SOT-23-5 Thin* TSOT-23-5,5-TSOP
Transistor Driver,Step-Down,Positive,Buck,1,1,4.75 V ~ 13.2 V,300kHz,100%,Yes,No,-,Enable* Phase Control,-20°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOP
Transistor Driver,Step-Down,Positive,Buck,1,1,3 V ~ 13.2 V,300kHz,85%,Yes,No,-,Enable* Phase Control,-40°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width) Exposed Pad",8-SOP
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive* Isolation Capable,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,8 V ~ 40 V,450kHz,45%,No,No,-,Current Limit* Control,-25°C ~ 85°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Up/Step-Down,Positive,Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 350kHz,49%,Yes,Yes,-,Enable* Soft Start,-25°C ~ 85°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Down* Step-Up/Step-Down,Positive,Buck* Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 400kHz,49%,Yes,Yes,-,Enable* Soft Start,-25°C ~ 85°C (TA),"16-SOIC (0.154""* 3.90mm Width)",16-SO
Transistor Driver,Step-Down* Step-Up/Step-Down,Positive,Buck* Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 400kHz,49%,Yes,Yes,-,Enable* Soft Start,0°C ~ 70°C (TA),"16-SOIC (0.154""* 3.90mm Width)",16-SO
Transistor Driver,Step-Up/Step-Down,Positive,Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 400kHz,49%,Yes,Yes,-,Enable* Control* Soft Start,0°C ~ 70°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Down* Step-Up/Step-Down,Positive,Buck* Flyback,2,1,8 V ~ 35 V,1Hz ~ 500kHz,49%,Yes,No,-,Dead Time Control* Enable* Control* Reset* Soft Start,0°C ~ 70°C (TA),"18-SOIC (0.295""* 7.50mm Width)",18-SOIC
Transistor Driver,Step-Up/Step-Down,Positive,Cuk* Flyback* Forward Converter* Push-Pull,1,1,9.5 V ~ 13.5 V,40kHz ~ 1MHz,-,No,No,-,Enable* Reset,-40°C ~ 85°C (TA),"14-SOIC (0.154""* 3.90mm Width)",14-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback,2,1,3.6 V ~ 50 V,1kHz ~ 500kHz,-,No,No,-,Control,-20°C ~ 85°C (TA),"16-SSOP (0.209""* 5.30mm Width)",16-SSOP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* Flyback* Forward Converter,1,1,7.6 V ~ 30 V,100kHz,48%,No,No,-,Control,0°C ~ 70°C (TA),"8-DIP (0.300""* 7.62mm)",8-PDIP
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,7 V ~ 40 V,1kHz ~ 300kHz,45%,No,No,-,Dead Time Control* Control,-40°C ~ 85°C (TA),"16-SOIC (0.154""* 3.90mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,7 V ~ 40 V,1kHz ~ 300kHz,45%,No,No,-,Dead Time Control* Control,-40°C ~ 85°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,7 V ~ 40 V,1kHz ~ 300kHz,45%,No,No,-,Dead Time Control* Control,0°C ~ 70°C (TA),"16-SOIC (0.154""* 3.90mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,7 V ~ 40 V,100kHz,45%,Yes,No,-,Dead Time Control* Control,0°C ~ 70°C (TA),"16-SOIC (0.154""* 3.90mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,7 V ~ 40 V,100kHz,45%,Yes,No,-,Dead Time Control* Control,0°C ~ 70°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Down,Positive,Buck,1,1,8 V ~ 40 V,Up to 1MHz,94%,Yes,Yes,-,Current Limit* Enable* Control* Soft Start,-40°C ~ 85°C (TA),"16-TSSOP (0.173""* 4.40mm Width) Exposed Pad",16-HTSSOP
Transistor Driver,Step-Down,Positive,Buck,1,1,10 V ~ 55 V,Up to 1MHz,98%,Yes,Yes,-,Current Limit* Enable* Control* Soft Start,-40°C ~ 85°C (TA),"16-TSSOP (0.173""* 4.40mm Width) Exposed Pad",16-HTSSOP
Transistor Driver,Step-Down,Positive,Buck,1,1,4.5 V ~ 18 V,300kHz,85%,Yes,No,-,Enable* Power Good,-40°C ~ 85°C (TA),10-VFDFN Exposed Pad,10-VSON (3x3)
Transistor Driver,Step-Down,Positive,Buck,2,2,4.5 V ~ 28 V,300kHz,83%,Yes,No,-,Enable* Power Good* Soft Start,-40°C ~ 85°C (TA),"30-TFSOP (0.173""* 4.40mm Width)",30-TSSOP
Transistor Driver,Step-Down,Positive or Negative,Buck,1,1,1.8 V ~ 6.5 V,-,100%,No,No,-,Enable,-40°C ~ 85°C (TA),SOT-23-6,SOT-23-6
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 400kHz,49%,Yes,Yes,-,Enable* Control* Soft Start,-25°C ~ 85°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter,1,1,8.4 V ~ 30 V,340kHz ~ 460kHz,80%,No,No,-,Current Limit* Enable* Control* Ramp* Soft Start,-25°C ~ 85°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,8.4 V ~ 30 V,340kHz ~ 460kHz,80%,No,No,-,Current Limit* Enable* Control* Ramp* Soft Start,-40°C ~ 85°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Boost* Buck* Buck-Boost* Flyback* Forward,1,1,10 V ~ 30 V,Up to 500kHz,97%,No,No,-,Control,-40°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Boost* Buck* Buck-Boost* Flyback* Forward,1,1,10 V ~ 30 V,Up to 500kHz,97%,No,No,-,Control,-40°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Boost* Buck* Buck-Boost* Flyback* Forward,1,1,7.6 V ~ 30 V,Up to 500kHz,96%,No,No,-,Control,-40°C ~ 85°C (TA),"8-DIP (0.300""* 7.62mm)",8-PDIP
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Boost* Buck* Buck-Boost* Flyback* Forward,1,1,7.6 V ~ 30 V,Up to 500kHz,97%,No,No,-,Control,-40°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Boost* Buck* Buck-Boost* Flyback* Forward,1,1,10 V ~ 30 V,Up to 500kHz,48%,No,No,-,Control,-40°C ~ 85°C (TA),"8-DIP (0.300""* 7.62mm)",8-PDIP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* Flyback* Forward,1,1,10 V ~ 30 V,Up to 500kHz,48%,No,No,-,Control,-40°C ~ 85°C (TA),"14-SOIC (0.154""* 3.90mm Width)",14-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Boost* Buck* Buck-Boost* Flyback* Forward,1,1,10 V ~ 30 V,Up to 500kHz,48%,No,No,-,Control,-40°C ~ 85°C (TA),"8-DIP (0.300""* 7.62mm)",8-PDIP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive* Isolation Capable,Boost* Flyback* Forward Converter,1,1,7.6 V ~ 30 V,500kHz,48%,No,No,-,Control,-40°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive* Isolation Capable,Boost* Flyback* Forward Converter,1,1,7.6 V ~ 30 V,500kHz,48%,No,No,-,Control,-40°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive or Negative* Isolation Capable,Boost* Flyback,1,1,7.6 V ~ 30 V,500kHz,48%,No,No,-,Control,-25°C ~ 85°C (TA),"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,8 V ~ 40 V,500kHz,45%,No,No,-,Control,0°C ~ 70°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 400kHz,49%,Yes,Yes,-,Enable* Control* Soft Start,0°C ~ 70°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 400kHz,49%,Yes,Yes,-,Dead Time Control* Control* Ramp* Soft Start,0°C ~ 70°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,7 V ~ 35 V,1Hz ~ 600kHz,49%,Yes,Yes,-,Enable* Control* Reset* Soft Start,0°C ~ 70°C (TA),"18-SOIC (0.295""* 7.50mm Width)",18-SOIC
Transistor Driver,Step-Up* Step-Down* Step-Up/Step-Down,Positive,Buck* Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,2,1,8 V ~ 35 V,100Hz ~ 400kHz,49%,Yes,Yes,-,Enable* Control* Soft Start,0°C ~ 70°C (TA),"16-DIP (0.300""* 7.62mm)",16-PDIP
Transistor Driver,Step-Up* Step-Up/Step-Down,Positive,Boost* Flyback* Forward Converter* Full-Bridge* Half-Bridge* Push-Pull,1,1,8.4 V ~ 22 V,400kHz ~ 1MHz,100%,No,No,-,Current Limit* Control* Ramp* Soft Start,0°C ~ 70°C (TA),"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
