Single Phase,Technology Standard,400V,500mA,1V @ 500mA,5µA @ 400V,-55°C ~ 150°C (TJ),Surface Mount,TO-269AA* 4-BESOP,4-SOIC
Single Phase,Technology Standard,1.2kV,35A,10µA @ 1200V,-,-55°C ~ 150°C (TJ),QC Terminal,4-Square* D-34,
Three Phase,Technology Standard,800V,35A,10µA @ 800V,-,-55°C ~ 150°C (TJ),QC Terminal,5-Square* D-63,
Single Phase,Technology Standard,800V,1.5A,1.1V @ 1.5A,5µA @ 800V,-55°C ~ 150°C (TJ),Surface Mount,4-SMD* Gull Wing,
Single Phase,Technology Standard,1kV,1.5A,1.1V @ 1.5A,5µA @ 1000V,-55°C ~ 150°C (TJ),Surface Mount,4-SMD* Gull Wing,4-SDIP
Single Phase,Standard,800V,1.5A,1.1V @ 1.5A,10µA @ 800V,-55°C ~ 150°C (TJ),Surface Mount,4-SMD* Gull Wing,DFS
Three Phase,Technology Standard,1.4kV,58A,1.9V @ 150A,300µA @ 1400V,-40°C ~ 125°C (TJ),Chassis Mount,FO-F-B,FO-F-B
Single Phase,Technology Standard,1kV,1A,1.1V @ 1A,10µA @ 1000V,-55°C ~ 150°C (TJ),Through Hole,"4-EDIP (0.321""* 8.15mm)",DB-1
Single Phase,Technology Standard,1kV,4A,1V @ 1.5A,5µA @ 1000V,-55°C ~ 150°C (TJ),Through Hole,4-SIP* GBU,
Three Phase,Technology Standard,1.6kV,160A,10mA @ 1600V,-,-40°C ~ 150°C (TJ),Chassis Mount,MTK,MTK
Three Phase,Technology Standard,800V,25A,100µA @ 800V,-,-55°C ~ 150°C (TJ),QC Terminal,5-Square* D-63,
Single Phase,Technology Standard,1.6kV,35A,10µA @ 1600V,-,-55°C ~ 150°C (TJ),QC Terminal,4-Square* D-34,
Three Phase,Technology Standard,1.6kV,35A,10µA @ 1600V,-,-55°C ~ 150°C (TJ),QC Terminal,5-Square* D-63,
Single Phase,Technology Standard,1kV,35A,1.2V @ 17.5A,10µA @ 1000V,-55°C ~ 150°C (TJ),QC Terminal,4-Square* MB,MB
Three Phase,Technology Standard,800V,20A,1.07V @ 20A,1.5mA @ 800V,-40°C ~ 150°C (TJ),Chassis Mount,Module,
Three Phase,Technology Standard,1.6kV,175A,1.1V @ 60A,200µA @ 1600V,-40°C ~ 150°C (TJ),Chassis Mount,PWS-E1,PWS-E1
Three Phase,Technology Standard,1.6kV,58A,1.03V @ 20A,100µA @ 1600V,-40°C ~ 150°C (TJ),Chassis Mount,PWS-B,PWS-B
Three Phase,Technology Standard,1.6kV,88A,1.6V @ 150A,300µA @ 1600V,-40°C ~ 150°C (TJ),Chassis Mount,PWS-D,PWS-D
Single Phase,Standard,100V,8A,1.1V @ 8A,5µA @ 100V,-55°C ~ 150°C (TJ),Through Hole,4-SIP* KBU,KBU
Single Phase,Technology Standard,1kV,3A,1.1V @ 1.5A,10µA @ 1000V,-40°C ~ 150°C (TJ),Through Hole,4-Square* D-72,
Three Phase,Technology Standard,1.6kV,175A,1.1V @ 60A,200µA @ 1600V,-40°C ~ 150°C (TJ),Chassis Mount,PWS-E1,PWS-E1
Three Phase,Technology Standard,1.8kV,36A,1.13V @ 50A,20µA @ 1800V,-40°C ~ 150°C (TJ),Chassis Mount,V1-A,V1-A
