93.1KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
9.7KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
9.76MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
9.53MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
9.53Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
9.31Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
9.1Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
887KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
887Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
88.7KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
866KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
866Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
860KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
86.6KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
86.5KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
85KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
845KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
845Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
84.5KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
84.5Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
82.5Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
806KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
80.6Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.87MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.87Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.66MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.45MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.45Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.15KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.08KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
8.06MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
78KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
787Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
78.7Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
768KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
768Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
760Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
74.8KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
74.5KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
732KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
732Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
730Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
715KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
71.5Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
705Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.87Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.68MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.68KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.67Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.32MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.32KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.32Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.15KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
7.15Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
698KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
698Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
69.8KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
69.8Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
69.5KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
681KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
68.6KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
68.1Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
670KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
665KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
66.5Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
649Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
64.9Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
64.4KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
634Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
63.4KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
63.4Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
619KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
60.5KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
60.4Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.9MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.9KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.98MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.91KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.81MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.65MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.65Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.49MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.49Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.36Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.34MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.34Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
6.04MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
592Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
590KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
59Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
576KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
576Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
57.6KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
562Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
56.2Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
549KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
549Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
546Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
54.9Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
54.5Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
53KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
536KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
53.6Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
53.2Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
523KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
523Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
52.6KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
52.3Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.9MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.9Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.76MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.76KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.76Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.62MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.62KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.45KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.45Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.36Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.23MOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.23Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.21KOhms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
5.11Ohms,1%,0.25W,Carbon Film,Flame Retardant Coating, Safety,0/ -400ppm/°C,-20°C ~ 125°C,Axial,Axial,0.091 Dia x 0.236 L (2.30mm x 6.00mm),-,2,-
