J-FET,2,-,13 V/µs,3MHz,-,50pA,5mV,3.6mA,-,±3.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,1,-,12 V/µs,5MHz,-,30pA,3mV,5mA,-,±15V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Sample and Hold,1,-,-,-,-,10nA,2mV,4.5mA,-,±5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,1,-,15 V/µs,4MHz,-,50pA,800µV,1.8mA,-,10 V ~ 36 V* ±5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,2,-,15 V/µs,4MHz,-,50pA,1mV,3.6mA,-,10 V ~ 36 V* ±5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,4,-,0.5 V/µs,1.2MHz,-,20nA,3mV,1.4mA,40mA,3 V ~ 32 V* ±1.5 V ~ 16 V,-25°C ~ 85°C,Surface Mount,"14-SOIC (0.154""* 3.90mm Width)",14-SOIC
General Purpose,4,-,0.5 V/µs,1.2MHz,-,20nA,3mV,1.4mA,40mA,3 V ~ 32 V* ±1.5 V ~ 16 V,-25°C ~ 85°C,Through Hole,"14-DIP (0.300""* 7.62mm)",14-PDIP
General Purpose,2,-,0.3 V/µs,700kHz,-,20nA,3mV,1mA,30mA,3 V ~ 32 V* ±1.5 V ~ 16 V,-25°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,-,0.6 V/µs,1.1MHz,-,20nA,1mV,700µA,60mA,3 V ~ 30 V* ±1.5 V ~ 15 V,-40°C ~ 105°C,Surface Mount,"8-TSSOP (0.173""* 4.40mm Width)",8-TSSOP
General Purpose,2,-,0.3 V/µs,700kHz,-,20nA,3mV,1mA,30mA,3 V ~ 26 V* ±1.5 V ~ 13 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP (0.173""* 4.40mm Width)",8-TSSOP
General Purpose,1,-,70 V/µs,15MHz,15MHz,150nA,4mV,5mA,-,10 V ~ 40 V* ±5 V ~ 20 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,4,-,0.5 V/µs,1MHz,-,30nA,1mV,2.4mA,25mA,8 V ~ 36 V* ±4 V ~ 18 V,0°C ~ 70°C,Through Hole,"14-DIP (0.300""* 7.62mm)",14-PDIP
General Purpose,2,-,-,-,-,45nA,2.9mV,800µA,30mA,3 V ~ 32 V* ±1.5 V ~ 16 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-DIP
Audio,2,-,7 V/µs,15MHz,-,500nA,300µV,5mA,-,±5 V ~ 15 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,2,Rail-to-Rail,1 V/µs,1MHz,-,15nA,1.7mV,210µA,160mA,2.7 V ~ 5.5 V* ±1.35 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,-,9 V/µs,10MHz,-,200nA,500µV,8mA,38mA,±5 V ~ 15 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.209""* 5.30mm Width)",8-SO
General Purpose,1,-,13 V/µs,10MHz,-,500nA,500µV,4mA,38mA,10 V ~ 30 V* ±5 V ~ 15 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,1,-,0.3 V/µs,600kHz,-,1.8nA,60µV,-,-,±3 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,1,-,0.3 V/µs,600kHz,-,1.2nA,20µV,1.6mA,-,6 V ~ 36 V* ±3 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,2,-,0.15 V/µs,500kHz,-,100pA,80µV,570µA,-,±3 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,2,-,0.7 V/µs,1.3MHz,-,500pA,15µV,400µA,10mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,-,2.8 V/µs,8MHz,-,15nA,30µV,-,-,±4 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,1,-,2.8 V/µs,8MHz,-,15nA,30µV,-,-,±4 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,-,17 V/µs,63MHz,-,15nA,30µV,-,-,±4 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,4,-,0.012 V/µs,20kHz,-,4.2nA,600µV,60µA,-,1.6 V ~ 36 V* ±0.8 V ~ 18 V,-40°C ~ 85°C,Through Hole,"14-DIP (0.300""* 7.62mm)",14-PDIP
General Purpose,1,-,15 V/µs,2MHz,-,10pA,1.5mV,4.2mA,15mA,20 V ~ 90 V* ±10 V ~ 45 V,-25°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,2,-,1.7 V/µs,3MHz,-,150nA,500µV,2.5mA,-,10 V ~ 30 V* ±5 V ~ 15 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,-,1.7 V/µs,3MHz,-,150nA,500µV,2.5mA,-,10 V ~ 30 V* ±5 V ~ 15 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,1,-,3.5 V/µs,1MHz,-,30pA,3mV,200µA,-,7 V ~ 36 V* ±3.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,2,-,3.5 V/µs,1MHz,-,30pA,3mV,200µA,20mA,6 V ~ 36 V* ±3 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-DIP
J-FET,1,-,13 V/µs,3MHz,-,65pA,3mV,1.4mA,-,±5 V ~ 15 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,2,-,16 V/µs,4MHz,-,20pA,3mV,1.4mA,40mA,6 V ~ 36 V* ±3 V ~ 18 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SO
J-FET,2,-,13 V/µs,3MHz,-,65pA,3mV,1.4mA,-,±5 V ~ 15 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,1,-,13 V/µs,3MHz,-,30pA,3mV,1.4mA,-,7 V ~ 36 V* ±3.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,2,-,16 V/µs,4MHz,-,20pA,3mV,1.4mA,40mA,6 V ~ 36 V* ±3 V ~ 18 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SO
J-FET,2,-,13 V/µs,3MHz,-,30pA,3mV,1.4mA,-,7 V ~ 36 V* ±3.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,4,-,16 V/µs,4MHz,-,20pA,3mV,1.4mA,40mA,6 V ~ 36 V* ±3 V ~ 18 V,0°C ~ 70°C,Surface Mount,"14-SOIC (0.154""* 3.90mm Width)",14-SO
J-FET,4,-,13 V/µs,3MHz,-,30pA,3mV,1.4mA,-,7 V ~ 36 V* ±3.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"14-DIP (0.300""* 7.62mm)",14-PDIP
General Purpose,1,-,5.3 V/µs,2.2MHz,-,0.7pA,1.1mV,950µA,30mA,3 V ~ 16 V* ±1.5 V ~ 8 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,-,5.3 V/µs,2.2MHz,-,0.7pA,1.1mV,950µA,30mA,3 V ~ 16 V* ±1.5 V ~ 8 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.209""* 5.30mm Width)",8-SO
General Purpose,1,-,0.04 V/µs,100kHz,-,1pA,1.1mV,10µA,45mA,3 V ~ 16 V* ±1.5 V ~ 8 V,-40°C ~ 125°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-DIP
General Purpose,2,-,0.6 V/µs,1MHz,-,1pA,900µV,150µA,45mA,3 V ~ 16 V* ±1.5 V ~ 8 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-DIP
General Purpose,2,Rail-to-Rail,10 V/µs,20MHz,-,1pA,100µV,820µA,35mA,2.5 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SO
General Purpose,1,-,0.5 V/µs,1MHz,-,80nA,1mV,1.7mA,25mA,7 V ~ 36 V* ±3.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Isolation,2,-,-,2kHz,-,30pA,15mV,5mA,400µA,-,0°C ~ 70°C,Through Hole,"38-DIP (0.600""* 15.24mm)* 11 Leads",10-PDIP
Isolation,2,-,-,2kHz,-,30pA,5mV,5mA,400µA,-,0°C ~ 70°C,Through Hole,38-SIP* 10 Leads* Leads,10-SIP
Isolation,4,-,-,5kHz,-,30pA,15mV,-,2mA,-,0°C ~ 70°C,Through Hole,38-SIP* 10 Leads* Leads,10-SIP
General Purpose,1,-,3 V/µs,1MHz,-,0.15pA,500µV,600µA,20mA,±5 V ~ 18 V,0°C ~ 70°C,Through Hole,TO-99-8 Metal Can,TO-99-8
Sample and Hold,1,-,10 V/µs,2MHz,-,2nA,2mV,10mA,50mA,±5 V ~ 18 V,-25°C ~ 85°C,Through Hole,"14-CDIP (0.300""* 7.62mm)",14-CERDIP
Variable Gain,2,-,275 V/µs,35MHz,-,350nA,11mA,50mA,-,±4.75 V ~ 5.25 V,0°C ~ 70°C,Through Hole,"16-DIP (0.300""* 7.62mm)",16-PDIP
Variable Gain,2,-,275 V/µs,-,35MHz,350nA,-,11mA,50mA,±4.75 V ~ 5.25 V,0°C ~ 70°C,Surface Mount,"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Variable Gain,1,-,275 V/µs,-,90MHz,200nA,-,12.5mA,50mA,9.5 V ~ 12.6 V* ±4.75 V ~ 6.3 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Variable Gain,1,-,275 V/µs,-,90MHz,200nA,-,12.5mA,50mA,9.5 V ~ 12.6 V* ±4.75 V ~ 6.3 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Variable Gain,2,-,170 V/µs,-,40MHz,400nA,-,32mA,40mA,-,-40°C ~ 85°C,Surface Mount,"24-SOIC (0.295""* 7.50mm Width)",24-SOIC
Logarithmic,1,Differential,-,-,-,4µA,-,13mA,1.2mA,4.5 V ~ 5.5 V,0°C ~ 70°C,Surface Mount,"16-SOIC (0.154""* 3.90mm Width)",16-SOIC
Instrumentation,1,-,1.2 V/µs,-,1MHz,500pA,15µV,900µA,18mA,4.6 V ~ 36 V* ±2.3 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,-,1.2 V/µs,-,800kHz,500pA,75µV,900µA,18mA,±2.3 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,Rail-to-Rail,0.3 V/µs,-,800kHz,17nA,25µV,375µA,-,2.7 V ~ 12 V* ± 2.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,-,5 V/µs,25MHz,1MHz,50nA,200µV,3.5mA,-,±6 V ~ 18 V,-25°C ~ 85°C,Through Hole,"16-CDIP (0.300""* 7.62mm)",16-CDIP
Instrumentation,1,-,5 V/µs,25MHz,1MHz,50nA,75µV,3.5mA,-,±6 V ~ 18 V,-55°C ~ 125°C,Through Hole,"16-CDIP (0.300""* 7.62mm)",16-CERDIP
Instrumentation,1,-,5 V/µs,25MHz,650kHz,30nA,50µV,3.5mA,-,±6 V ~ 18 V,0°C ~ 70°C,Through Hole,"16-DIP (0.300""* 7.62mm)",16-PDIP
Instrumentation,1,-,5 V/µs,25MHz,650kHz,20nA,25µV,3.5mA,-,±6 V ~ 18 V,0°C ~ 70°C,Through Hole,"16-DIP (0.300""* 7.62mm)",16-PDIP
Differential,1,-,0.22 V/µs,-,100kHz,-,50µV,1.5mA,12mA,2.4 V ~ 12 V* ±1.2 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,Rail-to-Rail,0.06 V/µs,80kHz,-,2nA,50µV,60µA,25mA,2.2 V ~ 36 V* ±1.1 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Differential,1,-,2.1 V/µs,500kHz,-,-,200µV,900µA,25mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Differential,1,-,2.1 V/µs,-,500kHz,-,200µV,900µA,25mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
J-FET,2,-,1.8 V/µs,1MHz,-,5pA,750µV,340µA,15mA,±4.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,4,-,0.15 V/µs,800kHz,-,100pA,50µV,1.5mA,15mA,4 V ~ 36 V* ±2 V ~ 18 V,0°C ~ 70°C,Through Hole,"14-DIP (0.300""* 7.62mm)",14-PDIP
General Purpose,2,-,0.15 V/µs,800kHz,-,50pA,30µV,750µA,15mA,4 V ~ 36 V* ±2 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,2,-,0.3 V/µs,900kHz,-,1nA,30µV,4.5mA,-,6 V ~ 36 V* ±3 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,1,-,20 V/µs,4MHz,-,15pA,300µV,2.5mA,25mA,9 V ~ 36 V* ±4.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,1,-,20 V/µs,-,4MHz,15pA,300µV,2.5mA,25mA,9 V ~ 36 V* ±4.5 V ~ 18 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
J-FET,2,-,20 V/µs,4MHz,-,25pA,300µV,5mA,25mA,±4.5 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,2,-,20 V/µs,-,4MHz,25pA,300µV,5mA,25mA,±4.5 V ~ 18 V,0°C ~ 70°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
J-FET,4,-,20 V/µs,-,4MHz,55pA,300µV,10mA,25mA,9 V ~ 36 V* ±4.5 V ~ 18 V,0°C ~ 70°C,Surface Mount,"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Sample and Hold,1,-,-,4MHz,-,50nA,4mA,5mA,-,±10.8 V ~ 13.2 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,1,-,20 V/µs,110MHz,8MHz,250nA,25µV,8.2mA,50mA,±5 V ~ 15 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,1,-,20 V/µs,110MHz,8MHz,250nA,25µV,8.2mA,50mA,±5 V ~ 15 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,1,-,4100 V/µs,-,1.58GHz,5µA,1mV,13.5mA,100mA,4.5 V ~ 12 V* ±2.25 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width) Exposed Pad",8-SOIC-EP
Current Feedback,1,-,1200 V/µs,880MHz,-,5µA,2mV,5mA,70mA,±3 V ~ 6 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Current Feedback,1,-,1200 V/µs,715MHz,-,5µA,2mV,5mA,70mA,±3 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,3,-,3800 V/µs,-,1.65GHz,7µA,700µV,9.5mA,100mA,4.5 V ~ 10 V* ±2.25 V ~ 5 V,-40°C ~ 85°C,Surface Mount,24-WFQFN Exposed Pad* CSP,24-LFCSP-WQ (4x4)
